id_str,retweet_count,favorite_count
822975315408461824,3140,15941
822872901745569793,39200,120743
822859134160621569,2078,12115
822647212903690241,5857,0
822610361945911296,2675,13617
822489057087389700,5858,16706
822462944365645825,12948,25801
822244816520155136,9079,32256
822163064745328640,4299,0
821886076407029760,2109,10390
821813639212650496,3073,0
821765923262631936,1538,7692
821522889702862852,1614,7380
821421320206483457,5048,0
821407182352777218,3939,10856
821153421864615936,8,229
821149554670182400,1797,7914
821107785811234820,1935,8806
821044531881721856,2084,11615
820837357901512704,6128,0
820749716845686786,9046,29032
820690176645140481,2959,11310
820494788566847489,517,0
820446719150292993,2358,0
820314633777061888,517,3078
820078625395449857,5681,18205
820013781606658049,1067,0
819952236453363712,1067,4893
819924195358416896,4474,11945
819711362133872643,2810,12285
819588359383371776,1839,8896
819347104292290561,1101,6663
819238181065359361,373,2072
819227688460238848,6128,21244
819015337530290176,33938,0
819015331746349057,17485,0
819006400881917954,17485,41987
819004803107983360,33938,80753
818646164899774465,19114,0
818627210458333184,6938,20737
818614493328580609,2318,9082
818588835076603904,5598,0
818536468981415936,2233,10001
818307523543449600,7340,0
818259473185828864,2045,10158
818145370475810820,2328,11343
817908911860748288,727,4498
817827839487737858,24691,47582
817777686764523521,2484,9968
817536400337801217,2686,10881
817502432452313088,3084,0
817423860136083457,13363,31171
817415592588222464,874,5177
817181837579653120,7733,0
817171292965273600,1832,8069
817120970343411712,2369,11259
817056546584727552,1494,7942
816829038950027264,4311,0
816816676327063552,1868,9257
816697700272001025,2017,9024
816450570814898180,7340,28060
816336735214911488,1771,7984
816091915477250048,1963,8291
816062466425819140,925,0
816014286006976512,4799,0
815990720817401858,925,4578
815966073409433600,7733,20676
815745968457060357,3795,0
815736392542261248,2087,9071
815639385530101762,1528,7597
815390420867969024,3515,9590
814986499976527872,1176,7084
814638523311648768,2489,10440
814578408554463233,5362,0
814530161257443328,1719,8046
814153002265309185,7964,26662
813944609378369540,2915,0
813910438903693312,1713,8617
813812741911748608,12792,33724
813800681631023104,1620,7697
813217897535406080,6748,17249
813202720496779264,1676,8565
813187593374461952,3976,18340
813172488309972993,1783,8576
813157409116065792,2035,7183
813142292504645637,2207,7870
813130366689148928,411,4155
813127251579564032,2879,10969
813112105746448384,2534,9562
813096984823349248,3326,9760
813081950185472002,2563,9201
813066809284972545,1804,7378
813051746834595840,6735,19455
812781120811126785,1765,6990
812709060537683968,1337,6119
812503143955202048,1128,5585
812466873996607488,1774,7375
812372279581671427,3370,12633
811985624773361665,1294,6741
811744202451197953,1451,7000
811647686436880384,671,5174
811627233043480576,2805,11788
811386762094317568,5882,19355
810984652412424192,1305,4919
810896069567610880,1610,8316
810657578271330305,2423,10161
810284430598270976,10348,32535
810254108431155201,3105,13557
809920764300447744,3619,14359
809808892968534016,4509,0
809448704142938112,1347,6455
809220051211603969,5152,18401
809084759137812480,3232,12219
808838249661788160,2816,9383
808733504066486276,2004,7315
808501579447930884,2423,10472
808344865868283904,19114,39340
808134635716833280,5422,0
808106460588765185,2032,8179
808001312164028416,3253,11570
807621403335917568,3334,13523
807106840509214720,50750,109116
807059379405148160,6755,0
807010152071229440,3557,12115
806629075125202948,31836,68966
806620845233815552,5052,0
806576416489959424,1779,4521
806542213899489280,2186,9492
806242860592926720,10688,0
806219024703037440,1107,5976
805958939288408065,4934,0
805932879469572096,1773,7674
805826884734976000,1689,6096
805823200554876929,7342,0
805520635690676224,1526,5354
805487436403003392,2339,8111
805207613751304193,1597,7291
804738756058218496,3541,12621
804475857670639616,1853,5688
804413760345620481,2957,0
804026241225523202,14782,41199
803773340896923648,2547,9324
803692223237865472,6780,0
803638050916102144,3833,10145
803380650405482500,1744,7206
803321560782307329,4879,0
803276597545603072,2265,9304
802952499103731712,1841,8383
802624713319034886,2692,0
802600418706604034,1366,6595
802572683846291456,2317,8305
802323869084381190,5385,14971
802265048156610565,1272,6451
802239329049477120,2410,8442
802185808107208704,248,0
801958328846974976,1566,7192
801854953262350336,216,1687
801538201127157760,1925,7618
801285448605831168,764,5614
801167903437357056,5422,22541
801127390143516673,3645,0
801115127852503040,1960,7480
800859414831898624,89,637
800855607700029440,1496,0
800751577355128832,2592,9851
800513324630806528,2775,12142
800459316964663297,2026,8810
800443802682937345,3970,0
800388270626521089,2594,10335
800188575492947969,3619,0
800141422401830912,2358,14198
800018252395122689,12095,26315
799774291445383169,4294,0
799757965289017345,1979,7764
799422933579902976,1766,7467
799308762079035393,5005,0
799297110730567681,2513,9170
799063482566066176,2310,7505
798933969379225600,4091,12133
798925684722855936,1335,6958
798705661114773508,6112,0
798701998996647937,7105,0
798697898615730177,5987,0
798694562394996736,4565,0
798686750113755136,2144,0
798682547630837760,4355,0
798673117451325440,5128,0
798665375516884993,3629,0
798644042770751489,1722,0
798628517273620480,1839,0
798585098161549313,5179,0
798576900688019456,5392,0
798340744599797760,3090,0
798209839306514432,2392,9684
797971864723324932,2848,10703
797545162159308800,4554,13493
797236660651966464,6057,18503
797165961484890113,24,208
796904159865868288,8205,0
796865951799083009,1814,7133
796759840936919040,2780,10922
796563435802726400,6604,0
796484825502875648,1623,7004
796387464403357696,3823,10195
796177847564038144,13139,0
796149749086875649,13139,29806
796125600683540480,1656,4609
796116448414461957,2211,8411
796080075804475393,2134,7803
796031486298386433,3437,9992
795464331001561088,21599,45787
795400264262053889,2642,9310
795076730285391872,5017,14982
794983741416415232,3115,0
794926597468000259,2127,9433
794355576146903043,9502,0
794332329137291264,2497,8902
794205286408003585,3065,8553
793962221541933056,4509,15530
793845145112371200,1717,8534
793614319594401792,2867,0
793601777308463104,1500,7383
793500921481273345,2192,9859
793286476301799424,8450,22741
793271401113350145,2220,8029
793256262322548741,7661,18482
793241302385262592,3027,9725
793226087023144960,2678,9075
793210959003287553,2568,8255
793195938047070209,5202,14119
793180763617361921,1836,6404
793165685325201412,2593,8683
793150605191548928,1566,5685
793135492858580992,2307,5945
793120401413079041,3614,11739
792913359805018113,3649,13254
792883833364439040,3930,10428
792773781206999040,1552,6816
792394556390137856,3953,12410
792050063153438720,1647,6603
791821351946420224,19343,0
791784077045166082,8731,0
791780927877898241,3501,0
791774931465953280,20420,41819
791672322847637504,2867,10836
791406955684368384,3795,12174
791312159183634433,2325,8096
791026214425268224,3740,0
790987426131050500,1956,9062
790946055508652032,4311,15458
790723298204217344,2108,0
790698755171364864,1774,7612
790581949425475584,6542,19131
790337589677002753,1740,7228
790277117346975746,2915,11570
790227638568808452,3248,0
789986466051088384,2108,8593
789960241177853952,3751,0
789903600034189313,3815,9536
789628658055020548,1611,6915
789599242079838210,1759,6238
789530877013393408,3115,10830
789314372632018944,2105,7996
789280767834746880,4510,0
789268448748703744,2409,8454
789137962068021249,2564,8995
788908386943430656,11478,25362
788765914992902144,9502,25289
788552643979468800,6539,0
788412144018661376,4857,14393
788178268662984705,1952,6733
788150585577050112,1184,5678
788070120937619456,3169,0
788039637453406209,1206,5652
787810552592695296,2796,7954
787717603741622272,2535,9457
787397959788929025,2622,10054
787322443945877504,1606,7207
787111942498508800,6204,0
786963064373534720,7298,24612
786729988674449408,2222,0
786709082849828864,5622,16910
786664955043049472,2326,9815
786595970293370880,2869,8740
786363235746385920,3159,10045
786286427768250368,2603,7388
786233965241827333,4299,14026
786051337297522688,143,1325
786036967502913536,6396,0
785927819176054784,2932,10499
785872687017132033,1645,6168
785639753186217984,2077,7236
785533386513321988,1806,8337
785515384317313025,1139,5646
785264754247995392,1495,6750
785170936622350336,4415,11099
784826020293709826,2957,9348
784517518371221505,2322,8312
784431430411685888,1160,5309
784183165795655680,7342,18501
784057939640352768,10176,27416
783839966405230592,9851,27675
783821107061198850,1798,6824
783695101801398276,2938,9635
783466772167098368,2047,7767
783391753726550016,5018,15617
783347506784731136,5064,0
783334639985389568,10689,26874
783085703974514689,1989,7544
782969140009107456,6755,22256
782747134529531904,1291,6899
782722598790725632,4934,15910
782598640137187329,1745,7194
782305867769217024,5048,15343
782021823840026624,5628,0
781955203444699136,3083,10297
781661882474196992,2476,9627
781655249211752448,1037,3688
781524693396357120,5052,19082
781308096455073793,2348,6579
781251288990355457,1902,7698
781163403222056960,2537,9011
780931614150983680,6604,19948
780858289093574656,1835,6610
780800785462489090,1182,5049
780601303617732608,3073,11088
780543529827336192,1603,5827
780496263422808064,3361,0
780476555013349377,101,0
780459368902959104,984,4876
780192070812196864,2048,8006
780092040432480260,2088,0
780074436359819264,4502,11163
779834332596887552,6396,17326
779377524342161408,2837,8048
779124354206535695,16751,0
779056095788752897,4147,13570
778990705243029504,6562,18350
778774459159379968,8994,0
778764940568104960,328,798
778748913645780993,1185,6296
778650543019483137,1369,5281
778624900596654080,926,4235
778408200802557953,3950,12592
778396591732486144,11124,0
778383385161035776,1001,5366
778286810187399168,3009,9492
778039087836069888,2414,7818
778027034220126208,1465,6027
777953400541634568,3209,0
777885040357281792,1491,5841
777684233540206592,2692,10338
777641927919427584,3855,0
777621514455814149,2308,8016
777189768882946048,3921,13010
776819012571455488,12358,0
776813020089548800,1099,4499
776477788987613185,2515,8053
776249906839351296,8303,0
776218204058357768,14457,27489
776201521193218049,2300,8807
776113305656188928,3970,10833
776088319444877312,140,1680
775898661951791106,15270,0
775842724423557120,2414,10746
775733305207554048,3645,12713
775729183532220416,4209,11952
775364825476165632,2670,6804
775350846108426240,3559,9335
775085132600442880,4294,14284
774757898236878852,1624,7919
774639387460112384,1580,6213
774314403806253056,5005,20037
773985732834758656,3529,9923
773922284943896577,1593,5902
773704687002451968,1470,6064
773670353721753600,1205,4931
773547596996571136,5598,20319
773336787167145985,4568,0
773308824254029826,6832,21377
773247561583001600,2955,8660
773191612633579521,3739,9161
772877495989305348,3526,7868
772826264096874500,2167,7364
772615324260794368,3062,0
772581559778025472,1557,5951
772193107915964416,1266,5540
772152991789019136,1034,3500
772117678702071809,674,3472
772114945936949249,432,2524
772102971039580160,846,3676
771908950375665664,1722,6016
771770456517009408,3090,10939
771500966810099713,2386,7603
771380798096281600,4568,9671
771171053431250945,6755,0
771136648247640064,2668,8413
771102124360998913,1304,5713
771014301343748096,1511,6323
770787852854652928,1082,4497
770772759874076672,1302,4757
770655142660169732,1638,6734
770414278348247044,1896,5793
770293558247038976,1326,5713
770093767776997377,2767,0
770069151037685760,2092,6950
769940425801170949,8670,28631
769695466921623552,1532,5889
769335591808995329,7023,0
769212283578875904,1574,4973
768970937022709760,5889,13102
768909767477751808,2394,0
768855141948723200,808,3837
768609597686943744,1078,3765
768596291618299904,1174,4628
768554158521745409,5283,0
768473857036525572,3112,12495
768193404517830656,3209,9929
767884188863397888,1253,4360
767754930266464257,4879,14592
767500508068192258,2109,6875
767191397493538821,3411,11250
767122157629476866,2587,9323
766793450729734144,1233,4632
766714921925144576,340,2400
766693177336135680,717,3690
766423258543644672,1428,5502
766313316352462849,1696,6204
766078092750233600,2378,0
766069199026450432,760,3847
766008592277377025,452,3433
765719909049503744,1952,6614
765669560888528897,1108,4724
765395769549590528,3058,24436
765371061932261376,1966,6524
765222098633691136,3062,10665
764857477905154048,1617,5928
764259802650378240,1364,5492
763956972077010945,48,714
763837565564780549,3740,11462
763183847194451968,1325,4923
763167063695355904,2700,0
763103485927849985,2069,6740
762699858130116608,3248,11066
762471784394268675,5811,10295
762464539388485633,3751,9414
762316489655476224,1017,4394
762035686371364864,14070,29222
761976711479193600,1793,4936
761750502866649088,3525,0
761745352076779520,784,3919
761672994376806400,26230,45275
761599872357261312,1075,3777
761371037149827077,16368,0
761334018830917632,1318,4703
761292947749015552,991,4075
761227390836215808,1416,4846
761004547850530816,3169,10385
760893934457552897,872,3481
760656994973933572,1713,6029
760641137271070720,1173,4563
760539183865880579,3268,6913
760521673607086080,1263,3835
760290219849637889,10405,24477
760252756032651264,784,3630
760190180481531904,1616,5236
760153949710192640,27,0
759943073749200896,1899,5416
759846353224826880,1772,6139
759793422261743616,1738,5450
759557299618865152,1090,4305
759447681597108224,2222,7709
759446261539934208,447,1526
759197388317847553,1775,5586
759159934323924993,1053,0
759099523532779520,3746,13321
759047813560868866,1812,5927
758854675097526272,826,3242
758828659922702336,3480,10223
758740312047005698,1477,5252
758474966123810816,902,3478
758467244762497024,1995,4379
758405701903519748,1730,4770
758355060040593408,941,3069
758099635764359168,8994,17336
758041019896193024,334,2454
757741869644341248,2972,6260
757729163776290825,7086,0
757725642876129280,1085,4157
757611664640446465,992,4191
757597904299253760,274,0
757596066325864448,941,3981
757400162377592832,6223,13809
757393109802180609,1562,5343
757354760399941633,1281,4121
756998049151549440,1806,5712
756939218950160384,1811,6070
756651752796094464,1173,4576
756526248105566208,3230,9465
756303284449767430,985,3606
756288534030475264,16015,40191
756275833623502848,1378,5832
755955933503782912,2586,6685
755206590534418437,4833,14958
755110668769038337,10026,19321
754874841593970688,7124,0
754856583969079297,2275,6313
754747087846248448,466,2355
754482103782404096,1762,4816
754449512966619136,660,3417
754120377874386944,2132,7209
753655901052166144,1961,5334
753420520834629632,3181,7168
753398408988139520,1702,5242
753375668877008896,2088,6945
753298634498793472,5117,0
753294487569522689,940,3042
753039830821511168,18830,33821
753026973505581056,861,3570
752932432744185856,6204,11516
752917284578922496,1413,6343
752701944171524096,2575,0
752682090207055872,1433,5478
752660715232722944,1403,3985
752568224206688256,2059,5004
752519690950500352,3092,6679
752334515931054080,993,3511
752309394570878976,14687,0
752173152931807232,1635,5426
751950017322246144,816,2800
751937170840121344,1174,4734
751830394383790080,1757,5328
751793661361422336,2570,5289
751598357617971201,2779,7237
751583847268179968,993,3996
751538714308972544,1133,4604
751456908746354688,912,2948
751251247299190784,5304,11463
751205363882532864,1640,5751
751132876104687617,1170,4615
750868782890057730,1223,4371
750719632563142656,4510,11967
750506206503038976,1028,4035
750429297815552001,3855,12024
750383411068534784,1025,4156
750381685133418496,25,659
750147208377409536,868,2850
750132105863102464,1155,3290
750117059602808832,1187,3960
750101899009982464,762,2790
750086836815486976,482,1974
750071704093859840,2988,7100
750056684286914561,808,2887
750041628174217216,561,2898
750026558547456000,706,2466
750011400160841729,807,2938
749996283729883136,745,2768
749981277374128128,2233,4688
749774190421639168,1187,4246
749417653287129088,1489,5555
749403093750648834,480,2386
749395845976588288,3102,7794
749317047558017024,2014,4976
749075273010798592,1848,5243
749064354620928000,1384,4385
749036806121881602,721,2815
748977405889503236,3079,9788
748932637671223296,2027,5291
748705597323898880,859,2521
748699167502000129,1434,4304
748692773788876800,1215,3861
748575535303884801,1780,5520
748568946752774144,597,1998
748346686624440324,1106,4733
748337862848962560,3679,6923
748324050481647620,671,3377
748307329658011649,644,3359
748220828303695873,6974,12894
747963614829678593,1924,5251
747933425676525569,2315,6038
747885874273214464,863,2662
747844099428986880,665,2565
747816857231626240,1037,4413
747651430853525504,142,1252
747648653817413632,5242,11727
747600769478692864,514,2115
747594051852075008,937,3340
747512671126323200,1452,5004
747461612269887489,923,3501
747439450712596480,1728,4932
747242308580548608,2587,0
747219827526344708,1415,4775
747204161125646336,812,3049
747103485104099331,3562,8697
746906459439529985,262,2658
746872823977771008,1897,5450
746818907684614144,1566,4839
746790600704425984,1435,4442
746757706116112384,3501,8637
746726898085036033,1615,5511
746542875601690625,1718,4600
746521445350707200,883,0
746507379341139972,977,4269
746369468511756288,1460,5625
746131877086527488,1961,6244
746056683365994496,724,3236
745789745784041472,950,3582
745712589599014916,2092,6349
745433870967832576,2275,6415
745422732645535745,2166,7760
745314880350101504,2451,6457
745074613265149952,3135,7111
745057283344719872,2027,6598
744995568523612160,557,2677
744971049620602880,2402,7152
744709971296780288,1406,5092
744334592493166593,1898,6196
744234799360020481,69480,141884
744223424764059648,322,1498
743980027717509120,984,3798
743895849529389061,863,3315
743835915802583040,1837,0
743609206067040256,1248,4074
743595368194129920,5849,16574
743545585370791937,850,3197
743510151680958465,3363,7237
743253157753532416,1102,3835
743222593470234624,1710,5598
743210557239623680,1224,3493
742534281772302336,3233,6426
742528092657332225,1771,4009
742465774154047488,3547,6582
742423170473463808,3361,8875
742385895052087300,1742,6132
742161199639494656,1227,3916
742150209887731712,1380,4595
741793263812808706,1365,4131
741743634094141440,2460,7393
741438259667034112,737,3340
741303864243200000,2867,7938
741099773336379392,4932,9028
741067306818797568,2767,8662
740995100998766593,2425,5699
740711788199743490,845,3075
740699697422163968,695,2581
740676976021798912,6112,16441
740373189193256964,11927,31722
740365076218183684,379,2210
740359016048689152,784,2987
740214038584557568,1761,6021
739979191639244800,5283,18048
739932936087216128,964,3646
739844404073074688,776,3443
739623569819336705,1216,3423
739606147276148736,1477,4865
739544079319588864,18945,35711
739485634323156992,2600,6454
739238157791694849,51948,104705
738891149612572673,6,88
738885046782832640,1025,3416
738883359779196928,710,2969
738537504001953792,1366,4602
738402415918125056,731,2941
738184450748633089,1089,3888
738166403467907072,2988,7907
738156290900254721,574,2228
737826014890496000,1577,4714
737800304142471168,3132,9017
737678689543020544,1173,4532
737445876994609152,3994,9257
737322739594330112,718,3248
737310737551491075,6634,13259
736736130620620800,1527,3790
736392552031657984,6539,15999
736365877722001409,1090,3599
736225175608430592,2501,7323
736010884653420544,2664,7102
735991953473572864,1028,3242
735648611367784448,990,3655
735635087207878657,2108,5534
735274964362878976,4463,11797
735256018284875776,796,3007
735137028879360001,865,2827
734912297295085568,464,2489
734787690684657664,5684,11320
734776360183431168,483,2272
734559631394082816,348,1351
733828123016450049,706,3230
733822306246479872,906,3314
733482008106668032,837,2819
733460102733135873,1123,3782
733109485275860992,15270,48246
732732193018155009,477,2180
732726085725589504,783,3206
732585889486888962,705,3292
732375214819057664,2252,7275
732005617171337216,4799,13394
731285275100512256,886,3129
731156023742988288,1126,3465
730924654643314689,1758,5493
730573383004487680,1878,4361
730427201120833536,928,3133
730211855403241472,946,3414
730196704625098752,1670,4347
729854734790754305,997,3629
729838605770891264,336,1563
