id_str,retweet_count,favorite_count
729823566028484608,1107,3572
729463711119904772,2061,5210
729113531270991872,286,1703
728986383096946689,728,2828
728760639972315136,1518,4195
728751179681943552,604,2473
728653952833728512,934,3000
728409960103686147,1795,4394
728387165835677696,864,3335
728046963732717569,1065,3841
728035342121635841,1483,4071
728015554473250816,975,3695
727685679342333952,562,2665
727644517743104000,1567,5272
727524757080539137,1061,4012
727314416056803329,661,2999
727286334147182592,734,2750
727175381690781696,1221,3509
727155742655025152,1183,3260
726935089318363137,2168,6161
726887082820554753,1350,3465
726828223124897792,902,3217
726224900189511680,1023,3976
725842289046749185,2378,6374
725786712245440512,1226,3763
725729321944506368,1582,4675
725458796924002305,550,1283
724983749226668032,1147,3364
724771698126512129,560,2107
724405726123311104,1487,4763
724049859469295616,1591,3879
724046343203856385,507,2401
724004602748780546,1377,3759
723912936180330496,1106,3511
723688335806480385,2608,6911
723673163800948736,805,2735
723179728551723008,1663,4760
722974582966214656,1406,3701
722613351520608256,1469,4483
721503162398597120,1619,4149
721001180231503872,545,2296
720785406564900865,686,2787
720775346191278080,553,2220
720415127506415616,1340,3710
720389942216527872,2226,5736
720340705894408192,856,2570
720059472081784833,1003,3470
720043174954147842,1783,4465
719991154352222208,1570,4392
719704490224398336,1271,4063
719551379208073216,1688,4557
719367763014393856,676,2548
719339463458033665,1103,3995
719332531645071360,836,3104
718971898235854848,960,3137
718939241951195136,1555,4697
718631497683582976,7105,16946
718613305783398402,423,2193
718540630683709445,911,2197
718460005985447936,465,2431
718454725339934721,1354,4402
718246886998687744,440,1717
718234618122661888,898,3476
717841801130979328,538,2225
717790033953034240,974,2573
717537687239008257,1629,5182
717428917016076293,400,1445
717421804990701568,741,2812
717047459982213120,1710,5647
717009362452090881,858,2918
716802964044845056,1032,3881
716791146589110272,1436,7561
716730379797970944,392,1115
716447146686459905,5220,11749
716439118184652801,185,2144
716285507865542656,950,2508
716080869887381504,1681,6103
715928423106027520,775,2867
715758151270801409,1269,3347
715733265223708672,1506,4178
715704790270025728,506,2505
715696743237730304,1147,3500
715680795826982913,1428,3896
715360349751484417,1390,4923
715342466308784130,612,2726
715220193576927233,577,2161
715200624753819648,1657,4640
715009755312439296,1081,3732
714982300363173890,915,3348
714962719905021952,3770,6571
714957620017307648,1265,3727
714631576617938945,877,2951
714606013974974464,815,3275
714485234495041536,998,2401
714258258790387713,661,2743
714251586676113411,749,2958
714214115368108032,787,2078
714141408463036416,1252,3903
713919462244790272,705,2974
713909862279876608,478,1716
713900603437621249,646,2553
713761197720473600,1218,4374
713411074226274305,1163,4006
713177543487135744,2558,6503
713175907180089344,1313,3998
712809025985978368,5987,17164
712717840512598017,4443,11095
712668654853337088,1087,3746
712438159032893441,1397,4784
712309440758808576,24,218
712097430750289920,918,3378
712092745624633345,792,2642
712085617388212225,430,2944
712065007010385924,560,2029
711998809858043904,119,0
711968124745228288,2053,7242
711743778164514816,892,2557
711732680602345472,3634,7924
711694788429553666,16368,29669
711652651650457602,810,3466
711363825979756544,1005,3254
711306686208872448,665,2985
711008018775851008,550,2673
710997087345876993,1244,4112
710844581445812225,602,2303
710833117892898816,467,2413
710658690886586372,510,2092
710609963652087808,2132,4341
710588934686908417,1670,4099
710296729921429505,659,2146
710283270106132480,472,1939
710272297844797440,1115,4047
710269109699739648,996,2147
710153181850935296,795,2632
710140971284037632,788,2467
710117014656950272,1760,4931
709918798883774466,972,3140
709901256215666688,90,597
709852847387627521,1073,3165
709566166965075968,1052,3179
709556954897764353,966,2942
709519240576036864,216,1352
709449600415961088,509,1970
709409458133323776,605,2381
709225125749587968,516,2157
709207347839836162,5106,11233
709198395643068416,577,2213
709179584944730112,594,1817
709158332880297985,359,1830
709042156699303936,1456,4221
708853462201716736,585,1641
708845821941387268,795,2699
708834316713893888,444,1502
708810915978854401,6172,14911
708738143638450176,728,2485
708711088997666817,631,2292
708479650088034305,610,2290
708469915515297792,718,2765
708400866336894977,8929,14404
708356463048204288,1178,3234
708349470027751425,665,2144
708149363256774660,1390,3896
708130923141795840,769,3033
708119489313951744,872,2425
708109389455101952,493,1763
708026248782585858,1725,3987
707995814724026368,990,2803
707983188426153984,2,43
707969809498152960,856,2434
707776935007539200,855,2943
707741517457260545,547,2241
707738799544082433,2165,3658
707693576495472641,903,3049
707629649552134146,773,2310
707610948723478529,5628,15293
707420581654872064,615,2026
707411934438625280,534,2073
707387676719185920,1123,3143
707377100785885184,961,2942
707315916783140866,565,2237
707297311098011648,699,2516
707059547140169728,611,2353
707038192327901184,702,1977
707021089608753152,1208,3658
707014260413456384,535,2072
706904523814649856,7023,13176
706901761596989440,512,1849
706681918348251136,881,2962
706644897839910912,964,2304
706593038911545345,569,1942
706538006853918722,1269,3131
706516534877929472,917,2831
706346369204748288,826,3093
706310011488698368,7017,19145
706291001778950144,427,1533
706265994973601792,832,2453
706169069255446529,1986,3526
706166467411222528,1425,4630
706153300320784384,338,1332
705975130514706432,652,2805
705970349788291072,786,2863
705898680587526145,487,2131
705786532653883392,460,1766
705591895322394625,1010,2832
705475953783398401,809,2676
705442520700944385,1435,3992
705428427625635840,1494,3422
705239209544720384,666,2687
705223444686888960,706,2329
705102439679201280,469,1931
705066031337840642,549,1975
704871453724954624,1000,3913
704859558691414016,469,2018
704847917308362754,1343,4608
704819833553219584,884,2390
704761120771465216,2587,5983
704499785726889984,881,2592
704491224099647488,68,672
704480331685040129,959,3070
704364645503647744,3177,7193
704347321748819968,306,1412
704134088924532736,403,1359
704113298707505153,510,1672
704054845121142784,833,2644
703774238772166656,398,1669
703769065844768768,1004,2930
703631701117943808,588,2319
703611486317502464,1356,3459
703425003149250560,1202,3415
703407252292673536,614,2219
703382836347330562,1010,3155
703356393781329922,338,1731
703268521220972544,489,1794
703079050210877440,2751,6672
703041949650034688,11124,23797
702932127499816960,637,2308
702899151802126337,402,1454
702684942141153280,950,2909
702671118226825216,498,1970
702598099714314240,3091,11044
702539513671897089,852,2590
702332542343577600,1363,2868
702321140488925184,934,2953
702276748847800320,685,2230
702217446468493312,1203,4270
701981390485725185,873,3075
701952816642965504,914,3451
701889187134500865,1240,3178
701805642395348998,1488,3065
701601587219795968,411,1881
701570477911896070,822,2518
701545186879471618,539,2397
701214700881756160,4565,11016
700890391244103680,501,1988
700864154249383937,549,2345
700847567345688576,444,2222
700796979434098688,848,2202
700747788515020802,8303,20535
700518061187723268,709,2338
700505138482569216,516,2054
700462010979500032,1604,3703
700167517596164096,642,2368
700151421916807169,597,2008
700143752053182464,2394,6756
700062718104104960,596,2392
700029284593901568,523,1876
700002074055016451,1186,2965
699801817392291840,836,2715
699788877217865730,465,2009
699779630832685056,1089,2449
699775878809702401,531,1771
699691744225525762,4082,9260
699446877801091073,2347,5378
699434518667751424,458,1988
699423671849451520,283,1223
699413908797464576,556,1887
699370870310113280,383,1699
699323444782047232,775,2843
699088579889332224,551,2030
699079609774645248,562,2209
699072405256409088,1065,2650
699060279947165696,1589,3366
699036661657767936,1078,2361
698989035503689728,860,3016
698953797952008193,804,2419
698907974262222848,545,2292
698710712454139905,605,2217
698703483621523456,332,1295
698635131305795584,305,1165
698549713696649216,548,2094
698355670425473025,389,1666
698342080612007937,857,2037
698262614669991936,1756,4309
698195409219559425,5362,15185
698178924120031232,665,2536
697995514407682048,299,1379
697990423684476929,1156,2963
697943111201378304,597,2159
697881462549430272,1037,2729
697630435728322560,489,1567
697616773278015490,908,2844
697596423848730625,1111,2707
697575480820686848,445,1849
697516214579523584,978,1839
697482927769255936,593,2191
697463031882764288,1246,3096
697270446429966336,1687,4268
697259378236399616,881,2968
697255105972801536,1041,2792
697242256848379904,605,2279
696900204696625153,916,2862
696894894812565505,613,2122
696886256886657024,1603,4368
696877980375769088,628,2210
696754882863349760,326,1346
696744641916489729,824,1858
696713835009417216,574,2135
696518437233913856,1538,3561
696490539101908992,122,1109
696488710901260288,907,2267
696405997980676096,1033,2869
696100768806522880,580,1738
695816827381944320,1033,2705
695794761660297217,690,2859
695767669421768709,654,1674
695629776980148225,1855,4113
695446424020918272,1627,4017
695409464418041856,3192,7794
695314793360662529,1278,3283
695095422348574720,537,2406
695074328191332352,973,2560
695064344191721472,521,1453
695051054296211456,710,2378
694925794720792577,804,2435
694905863685980160,819,2476
694669722378485760,12834,32230
694356675654983680,245,1363
694352839993344000,535,1843
694342028726001664,424,1433
694329668942569472,443,1784
694206574471057408,1829,3737
694183373896572928,831,2658
694001791655137281,913,3062
693993230313091072,355,1699
693942351086120961,323,1580
693647888581312512,511,2408
693644216740769793,114,1227
693642232151285760,373,2293
693629975228977152,715,2223
693622659251335168,330,1400
693590843962331137,1756,4543
693582294167244802,219,1492
693486665285931008,558,1598
693280720173801472,1103,3036
693267061318012928,719,2160
693262851218264065,445,2013
693231807727280129,657,2599
693155686491000832,2854,7123
693109034023534592,548,1531
693095443459342336,398,1657
692919143163629568,685,2447
692905862751522816,774,2198
692901601640583168,531,1586
692894228850999298,701,2032
692828166163931137,782,2602
692752401762250755,3241,6146
692568918515392513,1374,3953
692535307825213440,1218,2841
692530551048294401,362,1653
692423280028966913,192,1342
692417313023332352,3084,8446
692187005137076224,736,2290
692158366030913536,707,1931
692142790915014657,350,1478
692041934689402880,1117,3060
692017291282812928,854,2611
691820333922455552,1463,3555
691793053716221953,3761,7333
691756958957883396,874,2552
691675652215414786,456,1761
691483041324204033,494,2144
691459709405118465,1000,3656
691444869282295808,736,2379
691416866452082688,6780,17475
691321916024623104,587,2326
691096613310316544,782,2691
691090071332753408,301,1565
690989312272396288,2563,5325
690959652130045952,1093,3245
690938899477221376,1716,3705
690932576555528194,884,2969
690735892932222976,1129,3419
690728923253055490,458,1947
690690673629138944,734,2098
690649993829576704,244,1181
690607260360429569,14,276
690597161306841088,540,1747
690400367696297985,396,1711
690374419777196032,754,2907
690360449368465409,779,2394
690348396616552449,457,1343
690248561355657216,364,1504
690021994562220032,909,2528
690015576308211712,649,2249
690005060500217858,1524,3312
689999384604450816,325,1272
689993469801164801,397,1326
689977555533848577,403,1238
689905486972461056,609,2219
689877686181715968,1026,2748
689835978131935233,679,1974
689661964914655233,840,2933
689659372465688576,3429,9320
689623661272240129,570,2001
689599056876867584,4956,10535
689557536375177216,396,1858
689517482558820352,1275,3075
689289219123089408,830,2035
689283819090870273,983,2956
689280876073582592,632,1789
689275259254616065,218,1033
689255633275777024,962,2294
689154315265683456,882,2800
689143371370250240,450,1836
688916208532455424,761,2445
688908934925697024,697,1905
688898160958271489,701,1884
688894073864884227,612,2023
688828561667567616,313,1256
688804835492233216,166,872
688789766343622656,596,2011
688547210804498433,613,2346
688519176466644993,647,2110
688385280030670848,4023,8348
688211956440801280,734,2036
688179443353796608,520,1930
688116655151435777,685,2561
688064179421470721,315,1556
687841446767013888,2208,4912
687826841265172480,996,2468
687818504314159109,851,2248
687807801670897665,642,2138
687732144991551489,585,1591
687704180304273409,759,2197
687664829264453632,464,1765
687494652870668288,521,1729
687480748861947905,214,1445
687476254459715584,471,1783
687460506001633280,485,1850
687399393394311168,541,1711
687317306314240000,8205,18259
687312378585812992,1704,3938
687127927494963200,2016,4877
687124485711986689,456,1978
687109925361856513,2201,5265
687102708889812993,857,2124
687096057537363968,546,2037
686947101016735744,2851,7826
686760001961103360,1242,3178
686749460672679938,1298,3142
686730991906516992,1072,3736
686683045143953408,719,2558
686618349602762752,1219,3347
686606069955735556,481,1711
686394059078897668,627,1561
686386521809772549,777,2946
686377065986265092,503,2004
686358356425093120,580,1957
686286779679375361,1498,3641
686050296934563840,650,2037
686035780142297088,101,1040
686034024800862208,1015,2789
686007916130873345,357,2239
686003207160610816,557,1648
685973236358713344,468,1891
685943807276412928,525,1471
685906723014619143,2551,6762
685681090388975616,109,1845
685667379192414208,506,2147
685663452032069632,1311,2920
685641971164143616,689,2649
685547936038666240,13881,29757
685532292383666176,1034,2752
685325112850124800,3525,8495
685321586178670592,573,2397
685315239903100929,931,2969
685307451701334016,388,1883
685268753634967552,1054,2771
685198997565345792,585,2091
685169283572338688,1257,3702
684969860808454144,323,2169
684959798585110529,2764,6171
684940049151070208,922,2896
684926975086034944,409,3132
684914660081053696,1303,3163
684902183876321280,458,1666
684880619965411328,716,1883
684830982659280897,19343,31690
684800227459624960,895,2462
684594889858887680,3121,8011
684588130326986752,1260,3741
684567543613382656,1084,2711
684538444857667585,839,2379
684481074559381504,1055,3490
684460069371654144,492,1777
684241637099323392,2902,7349
684225744407494656,182,1114
684222868335505415,1219,3439
684200372118904832,927,1935
684195085588783105,449,1716
684188786104872960,1027,3136
684177701129875456,583,1827
684147889187209216,1345,2674
684122891630342144,416,1821
684097758874210310,1271,3708
683857920510050305,999,3444
683852578183077888,312,1756
683849932751646720,841,2364
683834909291606017,1002,2361
683828599284170753,960,2533
683773439333797890,1203,2999
683742671509258241,2959,5848
683515932363329536,2575,6683
683498322573824003,860,2864
683481228088049664,888,2400
683462770029932544,610,2184
683449695444799489,1435,3510
683391852557561860,2144,6878
683357973142474752,813,2618
683142553609318400,922,2587
683111407806746624,810,3071
683098815881154561,581,1958
683078886620553216,511,1809
683030066213818368,652,1949
682962037429899265,14643,33069
682808988178739200,149,1587
682788441537560576,1004,2238
682750546109968385,388,1364
682697186228989953,327,1185
682662431982772225,971,2744
682638830361513985,528,1862
682429480204398592,1022,3100
682406705142087680,1564,6800
682393905736888321,581,2022
682389078323662849,419,1501
682303737705140231,874,2766
682259524040966145,1061,3706
682242692827447297,1024,2902
682088079302213632,8731,16414
682059653698686977,1513,4451
682047327939461121,836,2880
682032003584274432,1761,5936
682003177596559360,1344,2797
681981167097122816,905,2543
681891461017812993,736,2212
681694085539872773,3619,11535
681679526984871937,393,1595
681654059175129088,808,2367
681610798867845120,412,1693
681579835668455424,1160,3180
681523177663676416,5117,12908
681340665377193984,245,1482
681339448655802368,3645,8396
681320187870711809,661,2359
681302363064414209,1599,3520
681297372102656000,839,2906
681281657291280384,980,2907
681261549936340994,234,1297
681242418453299201,465,1325
681231109724700672,431,2187
681193455364796417,1305,3333
680970795137544192,577,2171
680959110691590145,1787,4146
680940246314430465,921,2861
680934982542561280,389,1873
680913438424612864,553,2163
680889648562991104,316,1568
680836378243002368,1165,3120
680805554198020098,597,1920
680801747103793152,730,2144
680798457301471234,929,2551
680609293079592961,620,2356
680583894916304897,1173,3236
680497766108381184,1705,3797
680494726643068929,428,1539
680473011644985345,655,2302
680440374763077632,425,1298
680221482581123072,254,1324
680206703334408192,1021,2531
680191257256136705,436,1938
680176173301628928,1367,3472
680161097740095489,653,2097
680145970311643136,1534,3245
680130881361686529,840,2068
680115823365742593,811,2452
680100725817409536,1225,3237
680085611152338944,8013,11532
680070545539371008,764,2338
679877062409191424,569,1743
679872969355714560,587,1970
679862121895714818,541,2191
679854723806179328,1082,2559
679844490799091713,677,2139
679828447187857408,12358,32463
679777920601223168,975,2800
679736210798047232,707,1872
679729593985699840,733,1955
679722016581222400,421,1504
679530280114372609,1848,4279
679527802031484928,644,2365
679511351870550016,1120,2996
679503373272485890,1313,2844
679475951516934144,570,1873
679462823135686656,16751,28823
679405845277462528,1049,2116
679158373988876288,7124,19038
679148763231985668,902,2496
679132435750195208,1014,2631
679111216690831360,2266,5306
679062614270468097,7086,15185
679047485189439488,582,2024
679001094530465792,1076,2545
678991772295516161,997,2022
678969228704284672,405,1469
678800283649069056,802,2303
678798276842360832,1010,3105
678774928607469569,803,2515
678767140346941444,1205,3159
678764513869611008,411,1456
678755239630127104,2884,6376
678740035362037760,1469,3330
678708137298427904,2149,5018
678675843183484930,1292,2543
678643457146150913,352,1832
678446151570427904,1349,3591
678424312106393600,2230,4891
678410210315247616,1585,3751
678399652199309312,28131,71947
678396796259975168,367,1422
678389028614488064,371,1674
678380236862578688,808,2187
678341075375947776,467,1539
678334497360859136,222,1158
678278586130948096,5415,10210
678255464182861824,322,1421
678023323247357953,337,1704
678021115718029313,5525,12088
677961670166224897,1497,3085
677918531514703872,354,1191
677895101218201600,1806,4299
677716515794329600,854,2721
677700003327029250,1264,3046
677698403548192770,281,1091
677687604918272002,735,2214
677673981332312066,1324,2976
677662372920729601,830,1738
677644091929329666,716,1669
677573743309385728,587,1902
677565715327688705,404,1161
677557565589463040,995,2176
677547928504967168,3235,6187
677530072887205888,197,941
677335745548390400,1524,2693
677334615166730240,247,1199
677331501395156992,202,968
677328882937298944,1316,3263
677314812125323265,461,1466
677301033169788928,350,1090
677269281705472000,628,1762
677228873407442944,1429,3150
677187300187611136,797,2435
676975532580409345,932,2476
676957860086095872,713,1982
676949632774234114,345,1157
676948236477857792,760,1919
676946864479084545,321,1540
676942428000112642,659,1837
676936541936185344,4355,11355
676916996760600576,1592,2643
676897532954456065,631,1995
676864501615042560,615,1848
676821958043033607,13535,20245
676819651066732545,591,1621
676811746707918848,370,1280
676776431406465024,1776,4443
676617503762681856,843,2564
676613908052996102,170,959
676606785097199616,384,1684
676603393314578432,331,1019
676593408224403456,1850,4048
676590572941893632,106,816
676588346097852417,681,2036
676582956622721024,248,1049
676575501977128964,973,2279
676533798876651520,483,1666
676496375194980353,457,1337
676470639084101634,4105,10359
676440007570247681,580,1535
676430933382295552,299,1235
676263575653122048,474,1847
676237365392908289,242,1060
676219687039057920,27285,69247
676215927814406144,510,1528
676191832485810177,899,2004
676146341966438401,576,1721
676121918416756736,1011,1917
676101918813499392,1035,2536
676098748976615425,1228,2624
676089483918516224,383,1153
675898130735476737,497,1409
675891555769696257,749,1881
675888385639251968,825,2073
675878199931371520,1219,3689
675870721063669760,490,1432
675853064436391936,1116,2379
675849018447167488,122,843
675845657354215424,765,2003
675822767435051008,467,1355
675820929667219457,201,936
675798442703122432,3009,9116
675781562965868544,413,1426
675740360753160193,290,1034
675710890956750848,707,1642
675707330206547968,588,1751
675706639471788032,82,567
675534494439489536,354,1624
675531475945709568,323,1040
675522403582218240,245,914
675517828909424640,401,1118
675501075957489664,5128,15176
675497103322386432,1112,2755
675489971617296384,525,1121
675483430902214656,836,1617
675432746517426176,493,1335
675372240448454658,447,1494
675362609739206656,189,919
675354435921575936,14687,29033
675349384339542016,1965,3453
675334060156301312,1112,2428
675166823650848770,1356,3105
675153376133427200,2224,5478
675149409102012420,1475,3284
675147105808306176,194,827
675146535592706048,248,1040
675145476954566656,766,1874
675135153782571009,404,1140
675113801096802304,677,1697
675111688094527488,209,848
675109292475830276,983,2462
675047298674663426,269,911
675015141583413248,1018,2359
675006312288268288,195,854
675003128568291329,398,1358
674999807681908736,940,1941
674805413498527744,305,738
674800520222154752,734,2641
674793399141146624,935,2167
674790488185167872,214,965
674788554665512960,180,706
674781762103414784,1020,1750
674774481756377088,398,960
674767892831932416,681,1591
674764817387900928,198,686
674754018082705410,377,1201
674752233200820224,389,1277
674743008475090944,455,1235
674742531037511680,42,420
674739953134403584,322,950
674737130913071104,79,565
674690135443775488,406,1007
674670581682434048,556,1420
674664755118911488,200,795
674646392044941312,421,1235
674644256330530816,235,905
674638615994089473,501,1483
674632714662858753,491,1317
674606911342424069,85,825
674468880899788800,1757,5464
674447403907457024,309,933
674436901579923456,337,965
674422304705744896,454,1253
674416750885273600,112,590
674410619106390016,389,1044
674394782723014656,481,1307
674372068062928900,276,745
674330906434379776,64,486
674318007229923329,443,1222
674307341513269249,5948,9933
674291837063053312,5064,12888
674271431610523648,633,1362
674269164442398721,200,803
674265582246694913,719,1433
674262580978937856,374,1153
674255168825880576,458,1271
674082852460433408,141,658
674075285688614912,243,863
674063288070742018,1883,5583
674053186244734976,1105,2885
674051556661161984,423,1266
674045139690631169,549,1243
674042553264685056,108,623
674038233588723717,361,948
674036086168010753,180,744
674024893172875264,1059,1552
674019345211760640,259,990
674014384960745472,547,1360
674008982932058114,294,1064
673956914389192708,820,1712
673919437611909120,319,1035
673906403526995968,1410,2782
673887867907739649,218,821
673716320723169284,661,2710
673715861853720576,1781,3090
673711475735838725,259,918
673709992831262724,229,733
673708611235921920,250,935
673707060090052608,338,968
673705679337693185,349,1100
673700254269775872,489,1258
673697980713705472,1669,3425
673689733134946305,557,1505
673688752737402881,429,1100
673686845050527744,365,1252
673680198160809984,402,1202
673662677122719744,318,1103
673656262056419329,191,629
673636718965334016,305,967
673612854080196609,619,1394
673583129559498752,307,1041
673580926094458881,230,718
673576835670777856,481,1205
673363615379013632,265,910
673359818736984064,581,1259
673355879178194945,486,1302
673352124999274496,470,1465
673350198937153538,182,666
673345638550134785,1083,2181
673343217010679808,233,838
673342308415348736,486,1106
673320132811366400,6755,11726
673317986296586240,214,759
673295268553605120,2700,6579
673270968295534593,307,928
673240798075449344,608,1241
673213039743795200,714,1922
673148804208660480,536,1448
672997845381865473,622,1709
672995267319328768,248,822
672988786805112832,253,853
672984142909456390,465,1089
672980819271634944,878,1595
672975131468300288,765,1452
672970152493887488,299,812
672968025906282496,457,1145
672964561327235073,547,1230
672902681409806336,418,1188
672898206762672129,356,769
672884426393653248,717,1335
672877615439593473,296,888
672834301050937345,494,1129
672828477930868736,410,1087
672640509974827008,268,850
672622327801233409,414,1128
672614745925664768,507,1067
672609152938721280,334,943
672604026190569472,331,941
672594978741354496,520,1145
672591762242805761,278,821
672591271085670400,153,629
672538107540070400,312,882
672523490734551040,143,539
672488522314567680,365,969
672482722825261057,513,968
672481316919734272,110,625
672475084225949696,602,1266
672466075045466113,437,1167
672272411274932228,2886,5613
672267570918129665,527,1283
672264251789176834,281,993
672256522047614977,1308,2453
672254177670729728,640,1248
672248013293752320,511,1495
672245253877968896,128,594
672239279297454080,271,798
672231046314901505,871,1588
672222792075620352,170,690
672205392827572224,991,1931
672169685991993344,314,896
672160042234327040,301,750
672139350159835138,587,1512
672125275208069120,967,2078
672095186491711488,324,858
672082170312290304,317,821
672068090318987265,437,1116
671896809300709376,3629,7442
671891728106971137,474,1152
671882082306625538,1188,3027
671879137494245376,562,1226
671874878652489728,473,1084
671866342182637568,410,978
671855973984772097,365,782
671789708968640512,2956,6174
671768281401958400,424,1027
671763349865160704,762,1466
671744970634719232,648,1179
671743150407421952,196,659
671735591348891648,644,1263
671729906628341761,3740,7331
671561002136281088,6207,11131
671550332464455680,181,799
671547767500775424,490,1191
671544874165002241,878,1707
671542985629241344,477,945
671538301157904385,333,826
671536543010570240,340,1015
671533943490011136,489,886
671528761649688577,212,717
671520732782923777,443,1197
671518598289059840,246,822
671511350426865664,600,1393
671504605491109889,3075,6094
671497587707535361,380,803
671488513339211776,408,864
671486386088865792,171,502
671485057807351808,193,658
671390180817915904,644,1259
671362598324076544,254,958
671357843010908160,132,345
671355857343524864,102,409
671347597085433856,363,815
671186162933985280,175,622
671182547775299584,277,957
671166507850801152,300,761
671163268581498880,951,1426
671159727754231808,67,312
671154572044468225,184,611
671151324042559489,127,572
671147085991960577,191,568
671141549288370177,564,1001
671138694582165504,335,800
671134062904504320,158,635
671122204919246848,2155,3020
671115716440031232,663,1192
671109016219725825,373,982
670995969505435648,236,948
670842764863651840,7450,21471
670840546554966016,165,512
670838202509447168,590,961
670833812859932673,107,374
670832455012716544,180,627
670826280409919488,3450,4766
670823764196741120,157,657
670822709593571328,82,537
670815497391357952,1294,2720
670811965569282048,226,960
670807719151067136,422,1035
670804601705242624,807,1696
670803562457407488,75,298
670797304698376195,200,647
670792680469889025,235,720
670789397210615808,209,570
670786190031921152,166,517
670783437142401025,326,712
670782429121134593,645,1317
670780561024270336,247,687
670778058496974848,62,291
670764103623966721,365,939
670755717859713024,87,387
670733412878163972,442,830
670727704916926465,310,721
670717338665226240,408,1029
670704688707301377,314,676
670691627984359425,207,508
670679630144274432,235,648
670676092097810432,35,211
670668383499735048,4239,9240
670474236058800128,628,1315
670468609693655041,77,308
670465786746662913,459,845
670452855871037440,173,479
670449342516494336,563,1058
670444955656130560,1722,5927
670442337873600512,174,571
670435821946826752,427,917
670434127938719744,555,1241
670433248821026816,100,290
670428280563085312,509,1196
670427002554466305,141,452
670421925039075328,541,1114
670420569653809152,262,531
670417414769758208,280,490
670411370698022913,754,1756
670408998013820928,184,477
670403879788544000,126,369
670385711116361728,169,482
670374371102445568,232,656
670361874861563904,54,284
670338931251150849,96,367
670319130621435904,1053,3384
670303360680108032,106,377
670290420111441920,246,615
670093938074779648,275,893
670086499208155136,213,603
670079681849372674,1044,1921
670073503555706880,675,1361
670069087419133954,204,533
670061506722140161,281,648
670055038660800512,277,582
670046952931721218,147,561
670040295598354432,95,644
670037189829525505,237,515
670003130994700288,76,286
669993076832759809,69,278
669972011175813120,131,385
669970042633789440,43,261
669942763794931712,131,436
669926384437997569,80,329
669923323644657664,50,198
669753178989142016,335,690
669749430875258880,55,224
669684865554620416,74,440
669683899023405056,90,332
669682095984410625,113,306
669680153564442624,241,573
669661792646373376,357,702
669625907762618368,1545,3053
669603084620980224,316,831
669597912108789760,128,440
669583744538451968,790,1300
669573570759163904,119,381
669571471778410496,864,1382
669567591774625800,45,199
669564461267722241,103,330
669393256313184256,61,305
669375718304980992,619,1156
669371483794317312,147,426
669367896104181761,127,399
669363888236994561,198,544
669359674819481600,101,322
669354382627049472,1076,2336
669353438988365824,222,556
669351434509529089,152,371
669328503091937280,357,888
669327207240699904,100,486
669324657376567296,180,430
669216679721873412,343,1031
669214165781868544,134,377
669203728096960512,400,872
669037058363662336,260,560
669015743032369152,320,637
669006782128353280,205,502
669000397445533696,5433,18179
668994913074286592,186,385
668992363537309700,290,641
668989615043424256,284,584
668988183816871936,389,782
668986018524233728,137,467
668981893510119424,254,470
668979806671884288,286,690
668975677807423489,493,1134
668967877119254528,18,124
668960084974809088,207,602
668955713004314625,63,234
668932921458302977,50,225
668902994700836864,86,271
668892474547511297,123,343
668872652652679168,260,465
668852170888998912,139,401
668826086256599040,111,375
668815180734689280,220,482
668779399630725120,318,618
668655139528511488,184,461
668645506898350081,453,755
668643542311546881,441,767
668641109086707712,459,929
668636665813057536,428,898
668633411083464705,1366,2420
668631377374486528,274,607
668627278264475648,95,273
668625577880875008,109,323
668623201287675904,647,1230
668620235289837568,35,180
668614819948453888,269,536
668587383441514497,911,1449
668567822092664832,46,203
668544745690562560,194,439
668542336805281792,178,389
668537837512433665,61,220
668528771708952576,187,395
668507509523615744,86,269
668496999348633600,113,352
668484198282485761,206,361
668480044826800133,125,382
668466899341221888,434,754
668297328638447616,254,545
668291999406125056,25,208
668286279830867968,112,428
668274247790391296,194,704
668268907921326080,204,474
668256321989451776,509,1131
668248472370458624,401,820
668237644992782336,2377,5329
668226093875376128,85,242
668221241640230912,168,441
668204964695683073,169,477
668190681446379520,169,564
668171859951755264,159,417
668154635664932864,266,428
668142349051129856,234,503
668113020489474048,206,566
667937095915278337,679,1095
667924896115245057,95,261
667915453470232577,46,181
667911425562669056,241,423
667902449697558528,325,739
667886921285246976,899,1622
667885044254572545,390,716
667878741721415682,100,341
667873844930215936,333,540
667866724293877760,883,2649
667861340749471744,68,218
667832474953625600,53,246
667806454573760512,410,911
667801013445750784,80,276
667793409583771648,279,591
667782464991965184,208,354
667773195014021121,44,199
667766675769573376,184,367
667728196545200128,125,319
667724302356258817,262,418
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1902,4989
667546741521195010,104,300
667544320556335104,450,746
667538891197542400,57,171
667534815156183040,439,706
667530908589760512,205,404
667524857454854144,952,1468
667517642048163840,164,327
667509364010450944,1839,5897
667502640335572993,191,475
667495797102141441,227,444
667491009379606528,187,446
667470559035432960,85,222
667455448082227200,53,167
667453023279554560,70,278
667443425659232256,479,671
667437278097252352,197,388
667435689202614272,75,264
667405339315146752,192,401
667393430834667520,49,164
667369227918143488,140,323
667211855547486208,208,418
667200525029539841,223,533
667192066997374976,83,321
667188689915760640,327,633
667182792070062081,5179,12246
667177989038297088,47,158
667176164155375616,378,517
667174963120574464,69,216
667171260800061440,72,184
667165590075940865,951,2329
